ID,Customer ID,Region,Store,Date,Week,Phone Type,Phone Model,Agreement,Tenure,Credit Category,Down payment,Per Month for phone,Plan For,Type,Plan Name,Line,Target Amount(Price),Price
1349,###,West,Store 20,06-03-2017,10,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
1350,###,Midwest,Store 6,25-02-2017,8,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,3,90,220.98
1351,###,North East,Store 9,22-01-2017,4,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
1352,###,North East,Store 9,23-01-2017,4,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,3,90,32.09
1353,###,West,Store 4,15-01-2017,3,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,1,60,31.25
1354,###,South,Store 11,19-03-2017,12,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,5,120,34.96
1355,###,Midwest,Store 18,17-02-2017,7,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
1356,###,South,Store 19,19-01-2017,3,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,3,90,243.75
1357,###,North East,Store 17,16-02-2017,7,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,5,120,25
1358,###,Midwest,Store 18,24-03-2017,12,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,3,90,22.09
1359,###,South,Store 7,05-03-2017,10,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,1,60,35.42
1360,###,South,Store 3,08-02-2017,6,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,3,90,7
1361,###,South,Store 15,23-01-2017,4,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,3,90,122.09
1362,###,South,Store 15,04-01-2017,1,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
1363,###,Midwest,Store 2,27-03-2017,13,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,4,120,34.96
1364,###,Midwest,Store 2,25-01-2017,4,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,3,90,243.75
1365,###,South,Store 15,18-03-2017,11,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
1366,###,South,Store 19,11-03-2017,10,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,5,150,35.42
1367,###,South,Store 7,09-02-2017,6,Android,Samsung J7 Perx,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,4,120,11
1368,###,Midwest,Store 6,19-01-2017,3,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,2,80,72.92
1369,###,North East,Store 1,14-02-2017,7,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Promo,Unlimited Freedom,1,50,26.25
1370,###,North East,Store 1,01-03-2017,9,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,2,80,26.25
1371,###,South,Store 7,09-02-2017,6,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,2,80,25
1372,###,South,Store 11,20-03-2017,12,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,2,80,31.25
1373,###,North East,Store 5,21-01-2017,3,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,3,90,223.75
1374,###,West,Store 16,13-03-2017,11,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,1,60,30.96
1375,###,West,Store 8,13-01-2017,2,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Promo,Unlimited Freedom,5,120,275
1376,###,West,Store 20,02-01-2017,1,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,2,80,35.42
1377,###,South,Store 11,12-03-2017,11,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,2,80,27.09
1378,###,Midwest,Store 6,12-03-2017,11,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,4,120,93.96
1379,###,North East,Store 1,09-03-2017,10,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,2,80,170.84
1380,###,West,Store 20,16-01-2017,3,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,5,150,34.96
1381,###,West,Store 20,26-02-2017,9,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Promo,Unlimited Freedom,1,50,206.42
1382,###,West,Store 20,27-02-2017,9,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,1,60,30.96
1383,###,West,Store 20,03-02-2017,5,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,3,90,243.75
1384,###,North East,Store 5,09-03-2017,10,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,3,90,30.96
1385,###,Midwest,Store 14,01-01-2017,1,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,1,60,170.84
1386,###,South,Store 15,01-03-2017,9,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,4,120,122.09
1387,###,West,Store 20,12-02-2017,7,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,5,120,93.96
1388,###,North East,Store 13,21-02-2017,8,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,1,60,223.75
1389,###,West,Store 8,25-03-2017,12,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,3,90,22.09
1390,###,North East,Store 9,19-01-2017,3,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Promo,Unlimited Freedom,1,50,206.42
1391,###,Midwest,Store 14,15-01-2017,3,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,5,150,246.88
1392,###,North East,Store 1,14-01-2017,2,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,4,120,30.96
1393,###,South,Store 19,21-01-2017,3,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,1,50,11
1394,###,West,Store 16,21-03-2017,12,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,5,120,31.25
1395,###,North East,Store 1,23-01-2017,4,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,3,90,27.09
1396,###,North East,Store 1,14-03-2017,11,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,5,150,170.8
1397,###,North East,Store 13,05-02-2017,6,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
1398,###,Midwest,Store 6,15-03-2017,11,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,3,90,26.25
1399,###,South,Store 19,26-03-2017,13,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,5,150,14.75
1400,###,Midwest,Store 14,23-02-2017,8,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,5,150,93.96
1401,###,Midwest,Store 2,10-02-2017,6,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
1402,###,South,Store 15,21-03-2017,12,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,1,60,35.42
1403,###,West,Store 20,17-01-2017,3,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,1,60,35.42
1404,###,Midwest,Store 14,09-01-2017,2,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,4,120,32.09
1405,###,Midwest,Store 6,13-01-2017,2,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Promo,Unlimited Freedom,1,50,7
1406,###,North East,Store 5,10-01-2017,2,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,1,60,7
1407,###,South,Store 7,12-02-2017,7,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Promo,Unlimited Freedom,5,120,206.42
1408,###,Midwest,Store 6,14-03-2017,11,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,1,60,25
1409,###,West,Store 4,27-01-2017,4,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,1,50,32.09
1410,###,South,Store 19,07-02-2017,6,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
1411,###,Midwest,Store 18,13-02-2017,7,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,2,80,27.09
1412,###,South,Store 15,05-03-2017,10,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,1,60,246.88
1413,###,West,Store 20,14-03-2017,11,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,2,80,122.09
1414,###,West,Store 20,11-01-2017,2,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,1,50,168.76
1415,###,Midwest,Store 18,10-02-2017,6,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,2,80,122.09
1416,###,North East,Store 17,07-03-2017,10,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,3,90,11
1417,###,South,Store 11,07-02-2017,6,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,1,60,275
1418,###,North East,Store 1,10-02-2017,6,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,1,60,27.09
1419,###,West,Store 4,27-03-2017,13,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Promo,Unlimited Freedom,5,120,72.92
1420,###,West,Store 20,16-03-2017,11,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,5,150,35.42
1421,###,North East,Store 13,23-02-2017,8,Apple,iPhone 6S Plus,Installment,24,Building Credit,100,22.09,Phone,Regular,Unlimited Freedom,5,150,122.09
1422,###,North East,Store 1,15-03-2017,11,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,1,60,220.98
1423,###,Midwest,Store 6,15-02-2017,7,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Promo,Unlimited Freedom,1,50,26.25
1424,###,West,Store 16,13-03-2017,11,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,2,80,31.25
1425,###,West,Store 4,09-01-2017,2,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,1,60,27.09
1426,###,Midwest,Store 10,12-01-2017,2,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,1,60,31.25
1427,###,Midwest,Store 6,17-02-2017,7,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,5,150,32.09
1428,###,West,Store 4,08-02-2017,6,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,2,80,27.09
1429,###,West,Store 20,20-01-2017,3,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,1,60,246.88
1430,###,Midwest,Store 18,23-02-2017,8,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,4,120,220.98
1431,###,South,Store 19,21-01-2017,3,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,5,120,35.42
1432,###,North East,Store 1,20-02-2017,8,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,3,90,93.96
1433,###,West,Store 16,14-01-2017,2,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,3,90,243.75
1434,###,West,Store 4,21-03-2017,12,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Promo,Unlimited Freedom,5,120,93.96
1435,###,South,Store 19,13-01-2017,2,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,2,80,93.96
1436,###,West,Store 20,10-03-2017,10,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,1,50,27.09
1437,###,Midwest,Store 14,20-01-2017,3,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,5,150,170.8
1438,###,West,Store 4,18-02-2017,7,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,1,50,34.96
1439,###,West,Store 20,27-01-2017,4,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,3,90,243.75
1440,###,North East,Store 13,14-02-2017,7,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,5,150,22.09
1441,###,North East,Store 13,22-01-2017,4,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,1,50,27.09
1442,###,Midwest,Store 10,15-02-2017,7,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,4,120,170.84
1443,###,West,Store 4,21-03-2017,12,Android,LG G6,Installment,24,Building Credit,0,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
1444,###,North East,Store 17,28-02-2017,9,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,3,90,275
1445,###,Midwest,Store 6,27-01-2017,4,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Promo,Unlimited Freedom,1,50,271.54
1446,###,West,Store 20,25-01-2017,4,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,4,120,7
1447,###,South,Store 11,06-01-2017,1,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,2,80,275
1448,###,North East,Store 1,13-02-2017,7,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,3,90,275
1449,###,South,Store 3,15-02-2017,7,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,4,120,72.92
1450,###,West,Store 16,09-02-2017,6,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,2,80,31.25
1451,###,Midwest,Store 18,07-01-2017,1,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,3,90,220.98
1452,###,South,Store 7,09-03-2017,10,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,3,90,170.8
1453,###,North East,Store 9,12-01-2017,2,Android,Samsung J3 Emerge,Installment,24,Building Credit,25,5.96,Phone,Regular,Unlimited Freedom,5,150,30.96
1454,###,West,Store 12,13-02-2017,7,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
1455,###,West,Store 12,05-02-2017,6,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,3,90,35.42
1456,###,North East,Store 17,04-01-2017,1,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Regular,Unlimited Freedom,2,80,168.76
1457,###,North East,Store 13,06-03-2017,10,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,1,60,223.75
1458,###,South,Store 15,05-01-2017,1,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Promo,Unlimited Freedom,5,120,11
1459,###,West,Store 16,12-02-2017,7,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
1460,###,North East,Store 13,09-02-2017,6,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
1461,###,North East,Store 13,25-02-2017,8,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,4,120,31.25
1462,###,West,Store 8,25-01-2017,4,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,1,50,27.09
1463,###,West,Store 12,04-03-2017,9,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,2,80,220.98
1464,###,South,Store 7,28-03-2017,13,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
1465,###,North East,Store 17,01-02-2017,5,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Promo,Unlimited Freedom,1,50,31.25
1466,###,Midwest,Store 10,11-02-2017,6,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,5,150,32.09
1467,###,Midwest,Store 2,27-01-2017,4,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Regular,Unlimited Freedom,5,150,25
1468,###,Midwest,Store 2,02-01-2017,1,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,3,90,26.25
1469,###,Midwest,Store 10,09-03-2017,10,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,3,90,32.09
1470,###,North East,Store 9,12-03-2017,11,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,3,90,27.09
1471,###,West,Store 8,07-03-2017,10,Android,LG G6,Installment,24,Building Credit,0,6.42,Phone,Promo,Unlimited Freedom,1,50,206.42
1472,###,South,Store 15,21-01-2017,3,Android,Samsung S8+,Installment,24,Building Credit,250,25,Phone,Regular,Unlimited Freedom,1,60,275
1473,###,Midwest,Store 6,26-02-2017,9,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,2,80,7
1474,###,North East,Store 17,05-03-2017,10,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,3,90,34.96
1475,###,West,Store 8,04-03-2017,9,Android,HTC Bolt,Installment,24,Building Credit,50,22.92,Phone,Regular,Unlimited Freedom,4,120,72.92
1476,###,South,Store 3,28-02-2017,9,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,1,60,32.09
1477,###,South,Store 7,06-03-2017,10,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,5,150,27.09
1478,###,West,Store 20,01-01-2017,1,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,4,120,93.96
1479,###,Midwest,Store 14,28-03-2017,13,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
1480,###,Midwest,Store 6,18-02-2017,7,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,1,60,22.09
1481,###,West,Store 4,20-02-2017,8,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,2,80,93.96
1482,###,West,Store 4,11-03-2017,10,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,1,60,14.75
1483,###,Midwest,Store 18,20-03-2017,12,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,5,150,27.09
1484,###,West,Store 4,02-02-2017,5,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,5,150,27.09
1485,###,North East,Store 17,02-01-2017,1,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Promo,Unlimited Freedom,1,50,27.09
1486,###,West,Store 20,08-02-2017,6,Apple,iPhone 7,Installment,24,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
1487,###,Midwest,Store 14,13-03-2017,11,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
1488,###,Midwest,Store 6,19-03-2017,12,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,4,120,223.75
1489,###,North East,Store 17,14-01-2017,2,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Regular,Unlimited Freedom,2,80,223.75
1490,###,Midwest,Store 2,09-02-2017,6,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Promo,Unlimited Freedom,1,50,7
1491,###,South,Store 7,27-01-2017,4,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,4,120,7
1492,###,North East,Store 9,04-02-2017,5,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
1493,###,North East,Store 5,05-01-2017,1,Apple,iPhone 6S Plus,Installment,24,Good Credit,0,26.25,Phone,Regular,Unlimited Freedom,3,90,26.25
1494,###,South,Store 7,14-01-2017,2,Apple,iPhone 7 Plus,Installment,24,Building Credit,200,23.75,Phone,Promo,Unlimited Freedom,5,120,223.75
1495,###,Midwest,Store 6,13-01-2017,2,Apple,iPhone 7 Plus,Lease,18,Building Credit,200,20.98,Phone,Regular,Unlimited Freedom,1,60,220.98
1496,###,North East,Store 1,02-03-2017,9,Android,Samsung S8,Installment,24,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,5,150,31.25
1497,###,Midwest,Store 2,07-03-2017,10,Android,Samsung S8,Lease,18,Good Credit,0,31.25,Phone,Regular,Unlimited Freedom,3,90,31.25
1498,###,Midwest,Store 10,07-01-2017,1,Apple,iPhone 7,Installment,24,Building Credit,150,20.84,Phone,Regular,Unlimited Freedom,1,60,170.84
1499,###,North East,Store 1,17-03-2017,11,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Promo,Unlimited Freedom,1,50,246.88
1500,###,North East,Store 1,18-03-2017,11,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Regular,Unlimited Freedom,5,150,7
1501,###,West,Store 4,21-02-2017,8,Android,Samsung J3 Emerge,Installment,24,Good Credit,0,7,Phone,Promo,Unlimited Freedom,5,120,7
1502,###,Midwest,Store 10,28-03-2017,13,Apple,iPhone 6S,Installment,24,Building Credit,75,18.96,Phone,Regular,Unlimited Freedom,5,150,93.96
1503,###,North East,Store 17,10-03-2017,10,Android,Samsung S8,Lease,18,Building Credit,225,18.75,Phone,Regular,Unlimited Freedom,1,60,243.75
1504,###,Midwest,Store 10,07-03-2017,10,Android,HTC 10,Installment,24,Good Credit,0,24,Phone,Regular,Unlimited Freedom,5,150,24
1505,###,South,Store 11,15-02-2017,7,Android,LG G6,Installment,24,Good Credit,0,14.75,Phone,Regular,Unlimited Freedom,4,120,14.75
1506,###,North East,Store 9,21-01-2017,3,Android,Samsung J7 Perx,Installment,24,Building Credit,25,9.96,Phone,Promo,Unlimited Freedom,1,50,34.96
1507,###,South,Store 15,26-01-2017,4,Apple,iPhone 7,Lease,18,Building Credit,150,18.76,Phone,Promo,Unlimited Freedom,5,120,168.76
1508,###,West,Store 16,21-03-2017,12,Android,LG G6,Installment,24,Building Credit,0,6.42,Phone,Promo,Unlimited Freedom,1,50,206.42
1509,###,South,Store 15,12-03-2017,11,Android,HTC 10,Installment,24,Building Credit,150,20.8,Phone,Regular,Unlimited Freedom,3,90,170.8
1510,###,Midwest,Store 2,07-03-2017,10,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Promo,Unlimited Freedom,5,120,32.09
1511,###,North East,Store 9,17-02-2017,7,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,2,80,34.96
1512,###,North East,Store 1,22-01-2017,4,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
1513,###,South,Store 7,19-03-2017,12,Android,LG G6,Installment,24,Building Credit,0,6.42,Phone,Promo,Unlimited Freedom,5,120,206.42
1514,###,South,Store 3,06-02-2017,6,Apple,iPhone 6S,Installment,24,Good Credit,0,22.09,Phone,Regular,Unlimited Freedom,5,150,22.09
1515,###,South,Store 11,22-02-2017,8,Android,LG Stylo 3,Installment,24,Building Credit,25,9.96,Phone,Regular,Unlimited Freedom,1,60,34.96
1516,###,Midwest,Store 6,24-01-2017,4,Android,Samsung S8+,Installment,24,Good Credit,0,35.42,Phone,Promo,Unlimited Freedom,1,50,35.42
1517,###,South,Store 7,04-01-2017,1,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,4,120,35.42
1518,###,North East,Store 5,28-01-2017,4,Apple,iPhone 7 Plus,Installment,24,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,5,150,32.09
1519,###,West,Store 4,18-03-2017,11,Android,HTC Bolt,Installment,24,Good Credit,0,25,Phone,Promo,Unlimited Freedom,1,50,25
1520,###,South,Store 19,18-01-2017,3,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,4,120,11
1521,###,North East,Store 5,04-01-2017,1,Android,LG G6,Installment,24,Building Credit,200,6.42,Phone,Regular,Unlimited Freedom,5,150,206.42
1522,###,North East,Store 9,16-01-2017,3,Android,Samsung S8+,Lease,18,Building Credit,250,21.54,Phone,Regular,Unlimited Freedom,3,90,271.54
1523,###,North East,Store 9,27-02-2017,9,Android,Samsung S8+,Lease,18,Good Credit,0,35.42,Phone,Regular,Unlimited Freedom,1,60,35.42
1524,###,North East,Store 9,14-01-2017,2,Apple,iPhone 7,Lease,18,Good Credit,0,27.09,Phone,Regular,Unlimited Freedom,4,120,27.09
1525,###,South,Store 11,03-02-2017,5,Android,Samsung S8,Installment,24,Building Credit,225,21.88,Phone,Regular,Unlimited Freedom,3,90,246.88
1526,###,South,Store 19,18-01-2017,3,Apple,iPhone 7 Plus,Lease,18,Good Credit,0,32.09,Phone,Regular,Unlimited Freedom,1,60,32.09
1527,###,West,Store 16,14-02-2017,7,Android,LG Stylo 3,Installment,24,Good Credit,0,11,Phone,Regular,Unlimited Freedom,2,80,11
